,
,
Alabama
,1846

Alaska
,1906

Arizona
,1912

Arkansas
,1821

California
,1854

Colorado
,1867

Connecticut
,1875

Delaware
,1777

Florida
,1824

Georgia
,1868

Hawaii
,1845

Idaho
,1865

Illinois
,1837

Indiana
,1825

Iowa
,1857

Kansas
,1856

Kentucky
,1792

Louisiana
,1880

Maine
,1832

Maryland
,1694

Massachusetts
,1630

Michigan
,1847

Minnesota
,1849

Mississippi
,1821

Missouri
,1826

Montana
,1875

Nebraska
,1867

Nevada
,1861

New Hampshire
,1808

New Jersey
,1784

New Mexico
,1610

New York
,1797

North Carolina
,1792

North Dakota
,1883

Ohio
,1816

Oklahoma
,1910

Oregon
,1855

Pennsylvania
,1812

Rhode Island
,1900

South Carolina
,1786

South Dakota
,1889

Tennessee
,1826

Texas
,1839

Utah
,1858

Vermont
,1805

Virginia
,1780

Washington
,1853

West Virginia
,1885

Wisconsin
,1838

Wyoming
,1869

,
,
American Samoa
,1899
Guam
,1898
Northern Mariana Islands
,1947
Puerto Rico
,1898
U.S. Virgin Islands
,1917
